,CommentText,Nickname,Date,LikesCount,IsBaseComment
58," Можно подумать, что правонарушения совершают только нелегалы. Легальные тоже отрываются по полной, потому что им ничего кроме высылки не грозит. Почему к ним не применяют УЗК, ведь любой иностранец должен отвечать по заслугам, так же как и граждане. ", Пузан Пузаныч ,2022-02-17 04:15:00,39,True
59," В первую очередь надо усилить контроль мигрантов на вьезде в РФ, А не искать, их потом на бескрайних просторах, необходимо в ведения визового режима ! ", Влад Шкапин ,2022-02-17 04:16:00,38,True
60," Ну вышлите мигрантов , а кто работать будет , россиянин . Россиянин с раннего утра , и до позднего вечера на машине гоняет оглушая окружающих своей идиотской музыкой . В грязи заростем ... ", Владислав ALIMOV ,2022-02-17 04:16:00,59,True
61," Ситуация преднамеренно создана и сильно запущена, однако, если принимать разумные меры, ее можно постепенно исправить. Нужно вводить визовый режим со всеми ""друзьями"", проверить всех, кто получил российское гражданство за последние 20 лет, трудовые визы давать на время и только специалистам. Мер нужно принимать много и разных, однако, те, кто приглашает дешевую рабочую силу, будут противодействовать. Если президент сказал, это еще не значит, что будет выполнено. ", ls macdel ,2022-02-17 04:19:00,40,False
62," Да, но не только нелегальные ведут подрывную деятельность в России... ", Юрий Марцун ,2022-02-17 04:19:00,29,True
63," Проблема в том , что наши предприниматели озабочены не развитием страны, а личным обогащением, не понимаячто , если ют и они. обнищает страна обнищают и они. Нафиг нам эти мигранты, установите нормальную плату за работу и не нужны будут мигранты. В Китае никто не зовёт мигрантов, нормально платят и сами работают. Это в ЕС прибалты используются как мигранты у нас, а мы то что им подражаем, неужели до сих пор не ясно, что мы не ЕС и жить нам надо своим умом. ", Лавр Студёный ,2022-02-17 04:19:00,35,True
64," А легальные мигранты могут убивать, насиловать и кошмарить, так как у них есть крыша, которая их отмажет, правильно? ", izv2003 ,2022-02-17 04:20:00,34,True
65," все верно, особенно сейчас, когда ситуация в некоторых регионах с ними дошла до предела, а нелегалам я бы вообще въезд в страну запретил повторный, думаю Медведев с Бастрыкиным сейчас разберутся, что делать с ними ", Владимир Аксёнов ,2022-02-17 04:22:00,16,True
66," Вообще в школу ходят люди затем, чтобы получать ЗНАНИЯ! Если интересуют религиозные знания - это в других учебных заведениях преподают. ", Андрей Михайлов ,2022-02-17 04:22:00,30,True
67," А против тех, кто завозит их- не призвал? Или МВФ приказало заменить русские народы? ", Галина Шишкина ( Кривоногова) ,2022-02-17 04:23:00,39,True
68," Смешно всё это сколько лет уже прошло об этом не говорили а теперь заговорили. Так их здесь уже миллионы в России и у всех регистрация имеется выданная государственными чиновниками. Дети ихнее в школу ходят и детские сады забиты ими. Раньше нужно было думать об этом а не эшелонами сюда везти рабочую дешёвую силу, на этом чиновники миллионерами становились тихо молча втихаря. Они сами создавали в стране чистейшию безработицу. Сейчас они живут в каждом доме в каждом подъезде имеются, на улицу выходишь направо-налево посмотришь везде одни ихние лица стоят. В такси работает 80% приезжих про стройки говорить нечего они забиты ими также и магазины все и т.д.. К этому относится также сельская жизнь, первый мэр в Калуге начал от них избавляться теперь здесь это подхватили и одумались что они натворили и что со страной сделали. ", Дмитрий Лавренцов ,2022-02-17 04:23:00,51,True
69," Обидно только что это всего лишь призыв, а не указ , или приказ , или подписанный закон. ", Sarcasm Trollingov ,2022-02-17 04:23:00,37,True
70," Не поймём , во что превращем страну , плохо кончим. Пора думать о стране, какой мы её сотворим , так и жить будем и никакие мигранты нам в этом не помогут, они не дураки. ", Лавр Студёный ,2022-02-17 04:26:00,23,True
71," Правильно! Отселить лжедипломатов америки, англии, украины... ", денис кулагин ,2022-02-17 04:27:00,10,True
72," Об этом нужно надеяться и мечтать. Хоть нынешняя молодежь спокойно на работу устроиться. Сейчас в данный момент больше 45 лет на работу не принимают работать по трудовой, простой ответ у них нужны помоложе. ", Дмитрий Лавренцов ,2022-02-17 04:27:00,24,False
73," Ага. А потом через полгода примут очередное решение об ""амнистии""... ", Alex ,2022-02-17 04:27:00,30,True
74, Амнистию протащит... , Alex ,2022-02-17 04:28:00,18,True
75," Всё сам, а то ишь, барин нашёлся ", Пескарь Премудрый ,2022-02-17 04:32:00,28,False
76," И только на третий день Зоркий Сокол заметил, что в сарае нет одной стены... ", Сам себя боюсь ,2022-02-17 04:43:00,39,True
77, Гражданства можно и лишить ! , Влад Шкапин ,2022-02-17 04:44:00,31,True
78," Можно было бы ещё пару раз в месяц проводить рейды по отлову нелегалов. Тем самым в короткие сроки освободить от потенциальных преступников крупные, областные центры. Про Москву и Питер даже говорить нечего. Там рейды можно через день проводить и улов всегда будет. ", Тамара Ощепкова ,2022-02-17 04:45:00,1290,True
79," В школах, больницах и др. общественных заведениях не должно быть никаких молельных. ", mikh.ol ,2022-02-17 04:47:00,47,True
80," Предлогаю статью УК,за публичные высказывания о не умении и не желании русских работать,с реальными сроками. ", Сергей Чафин ,2022-02-17 04:51:00,41,True
81," Батюшки! Что же это творится, давнюю угрозу почуяли. ", Панорам Горизонтович ,2022-02-17 04:56:00,13,True
82, Вот это правильно... , сергей сергей ,2022-02-17 05:00:00,12,True
83," А ничё что казахи в казаках ходят , нормально это ? Сам лично видел в Омске ""казачий рынок "" охраняли ", Вася Васильев ,2022-02-17 05:01:00,14,True
84," Мне конечно мигранты ничего плохого не сделали, но открыли рядом с моей нелегальную шаурмичку, тем самым стали мне конкурентами. Я плачу налоги, они нет. Всех клиентов незаконно переманили. ", Алексей Шаров ,2022-02-17 05:02:00,22,True
85," Их диаспоры давно в системе и вот так высылать не дадут,занесут кому надо и всё будет у них хорошо. ", Александр Б. ,2022-02-17 05:04:00,36,True
86, Или паспорта дадут. , Oleg Oleg ,2022-02-17 05:08:00,11,False
87," Уже давно ,почти сравнялись з/п. И вдобавок эти ,как называете -гроши,у них превращаются в очень немалые деньги по приезду к себе. Они хвастаются,показывая какие себе,там дома строят и рассказывают,что там они миллионеры.Не скажу ,что все подряд,но большинству,эти ""гроши"" помогают очень неплохо жить там. А вдобавок ,их + к криминалу здесь. Присваивания квартир россиян,разными способами и т.п. . ", m-pote ,2022-02-17 05:11:00,30,True
88," Давно пора. Приехали работать пусть работают, никто им не запрещает, но когда наглеют, совершают преступления, какую то территорию объявляют своей, пошли вон. ", Алексей Герасименко ,2022-02-17 05:11:00,30,True
89," Это точно. А то и депортируют за счет нашего государства,не предъявляя счета государству приезжего. ", m-pote ,2022-02-17 05:13:00,15,False
90," Если мигрант нелегальный, то высылать нужно и без всяких подозрений в экстремизме. Если легальный, тогда да, дополнительный повод нужен. И сажать тех, кто их сюда завозит. ", Konstantin Kolbasin ,2022-02-17 05:14:00,27,True
91," Да уж ,Медведев разберётся))) ", Александр Безфамильный ,2022-02-17 05:15:00,15,False
92, Точно процитировали? А то Песков опять про нюансы расскажет , Фат Туа ,2022-02-17 05:16:00,10,True
93, Конечно же за наш. В этом году в Таджикистане построят 5 школ с изучением предметов на русском языке. Наше правительство выделило 150 миллионов долларов для подготовки бушующих мигрантов. В миллиарды рублей переведите сами. , Плавали знаем Плавали знаем ,2022-02-17 05:18:00,16,True
94," Да, правильно Владимир Владимирович! Давайте высылать мигрантов, которые выходят протестовать против скотских условий, систематических не выплат з\п зажравшимися воротилами бизнеса, а вот тех кто под шумок воруют у местного населения, обманывают, грабят, насилуют и сидят не отсвечивают перед работодателем за подачки и готовые жить в натуральных свинарниках и будках, вот они капиталистам нужны, они нас устраивают. Национальный лидер - моё почтение. ", Viktor Rotkiv ,2022-02-17 05:19:00,23,True
95, И как это кто то будет этим заниматься? , Виктор Гармашов ,2022-02-17 05:20:00,3,False
96," А они ,хотят?!!!!.. Уже не один год,пытаемся увидеть дворников(и знаем ,что наняты гастарбайтеры) метущих дворы ,убирающих снег.Вовремя и чисто убранные подъезды,с вымытыми окнами наших домов. А вот разъезжающих их на велосипедах и с тележками,собирающих ,складирующих вторсырье и грузящих потом его на а/в для вывоза и сдачи для собственного кармана. Оформлены не на одну единицу,а не выполняющих даже за одну. ", m-pote ,2022-02-17 05:21:00,19,True
97," Russian People явно нелегал, раз так рассуждает ", Pticevod Pticevodov ,2022-02-17 05:23:00,2,True
98," А там давно торгашей нет,одни барыги в основном. Тем более ,что и из наших подобных барыг.тоже хватает. ", m-pote ,2022-02-17 05:23:00,4,False
99," Бросили ребенка на олимпиаде. Теперь хоть СССР возвращайте - на выборы 24 не иду, пошли вы все. ", Майя Савина ,2022-02-17 05:24:00,25,True
100," Изначально их нужно принимать только на условиях отказа от радикальных убеждений. Потому что они не признают равные права для ЖЕНЩИН, считают их своими рабынями, и несут угрозу и порабощение для наших ЖЕНЩИН. Я работал на востоке, видел, что они с Девушками делают во имя веры ", Andrey Voronin ,2022-02-17 05:25:00,20,True
101," Сегодня вышлют, а завтра амнистия! ", a22031974 ,2022-02-17 05:27:00,21,True
102," там уже успелось легализоваться несколько миллионов. а как быть с легальными мигрантами, которые нарушают закон и живут в общинах по законам аула? на совете дружины пионеров , которых давно нет пристыдить ? ", С 500 ,2022-02-17 05:38:00,18,True
103, Ура. Пора уже высылать и квоту уменьшать. Ведут себя нагло. Неприлично нагло. Нельзя создавать хоть на клочке земли в России где должны жить лишь по их правилам. Главное чтобы на задний ход не дал. , Виталий Г ,2022-02-17 05:38:00,21,True
104, Запретить ввозить свои семьи! , RUS VOLK ,2022-02-17 05:38:00,26,True
105," Своих за ""экстремизм"", причём за любую ерунду - сажают от 5 до бесконечности, а этих типо просто высылать? С - справедливость :/ ", Sergey Ivanov ,2022-02-17 05:41:00,17,True
106, Ведь сами позволяем компаниям нанимать их. Тот же ЖКХ. Из за них даже на пол ставки (что то вроде 2×2) курьером или дворником не наймёшся. , Виталий Г ,2022-02-17 05:43:00,27,False
107, Что-то акцент в основном на нелегальных мигрантов. А легальным можно законы нарушать? Вообще надо при въезде обязательно отпечатки пальцев брать. , Александр Иванов ,2022-02-17 05:44:00,28,True
108," Проснулся любитель ""братских народов""!!! ", Sergey Muravlev ,2022-02-17 05:45:00,28,True
109," не на тот митинг пришел, противный ", sentor well ,2022-02-17 05:46:00,12,False
110, как быть уже с получившими гражданство и своими же гражданами закавказья с вызывающим и агрессивным поведением? , С 500 ,2022-02-17 05:50:00,21,True
111, Скорее ещё одна строка дохода у полицаев нарисуется. , Андрей Алексеев ,2022-02-17 05:51:00,19,True
112, Ловишь даёшь предписание с датой выезда. Вбиваешь в компьютер. Если поймали даже на таможне с просроченым предписанием в тюрму отправляешь лес валить на еду и проезд обратно зарабатывать. , Виталий Г ,2022-02-17 05:51:00,20,True
113, Да уж беда с нашей доброй политикой. , Виталий Г ,2022-02-17 05:52:00,14,False
114," Отстаньте от дедушки,ему уже можно забывать. ", Андрей Алексеев ,2022-02-17 05:52:00,14,True
115, Не живут по закону России. В полицию заявление. Если не принимают меры то письмо президенту и остальным вышестоящим. , Виталий Г ,2022-02-17 05:54:00,20,False
116," статью неистовою плюсую, но нужны огораживающие методы против детей высотных широт от некультурного поведения. надо требовать от старейшин их замляков, что бы воспитывали. ", С 500 ,2022-02-17 05:55:00,16,True
117, давно пора !!!!!!!!!!!!!!!!!!!! , wiking7000 ,2022-02-17 05:57:00,18,True
118," Правильно ли я понял, что нелегальных иммигрантов-экстремистов (то есть нарушивших закон вдвойне) - будут просто выдворять, в то время как своих граждан, по 282 статье никуда не выдворяют, а часто отправляют в места не столь отдаленные? И это при том, что для иммигрантов проводят регулярные массовые амнистии, позволяющие им снова приезжать в Россию.. Очень справедливо, господин Путин.. ", Евгений Визбеков ,2022-02-17 06:09:00,28,True
119," я надеюсь он сказал не то что имел ввиду, он же огромный класс народа подписал под высылку, ""незаконная трудовая деятельность"", так смотря что подразумевать, можно каждого второго подписать ", Rondondon Ratatata ,2022-02-17 06:20:00,16,True
120, Сам пятую точку поднимегь с дивана и сделаешь , Галина Галина ,2022-02-17 06:24:00,21,False
121, их для этого и свозят. Хуснулин не даст соврать. , С 500 ,2022-02-17 06:24:00,21,True
122, Вы серьёзно?! Это же наивно. Созжание ограничительных мер способствут созданию анклавов. Жить по закону надо. Старейшины не воспитают. Уверяю. , Виталий Г ,2022-02-17 06:25:00,10,False
123, Нужно губернаторам и мерам повести себя как в калужской области. , Виталий Г ,2022-02-17 06:29:00,23,True
124, вы в курсе на зонах их очень много и начинают выдавливать там наших местных бугорков. есть целые мусульманские зоны со своими законами. , С 500 ,2022-02-17 06:29:00,15,True
125, Дизлайки всем мигранты ставят скрипя зубами )))) , Русский Человек ,2022-02-17 06:29:00,23,True
126," Так если из них кто то чуть выше должность берет , то все, только своих. По шерсти ))) ", Русский Человек ,2022-02-17 06:34:00,15,False
127," Да всё одной говорильней опять и закончится не успев начаться. Чтобы понять это, достаточно сходить на улицу. ", Денис Хорошев ,2022-02-17 06:35:00,25,True
128, Ты наверное забыл что кроме армян и Таджикистан и Киргизия и Казахстан тоже партнёры по ОДКБ к нелегалам это не должно относится армянин ты или папуас закон один для всех. , Лариса Смирнова ,2022-02-17 06:36:00,7,True
129, верно. без идеологии это массовое оружие. в СССР эти же выходцы были более менее спокойные. идеология пропала и они стали обратно первобытными. каждый второй боец UFC Типа , С 500 ,2022-02-17 06:38:00,15,False
130," оно сделает все наоборот, запретил, значит разрешил! Вспомните ситуацию с продуктами первой необходимости, с тем же растительным маслом и сахаром)))))) ", НИК БИМ ,2022-02-17 06:42:00,17,True
131," Как мигранты- в ЕС, как бабки делить- это моё. Хорошо устроились ", Кентавр Стрелец ,2022-02-17 06:43:00,7,False
132," Все ""новостройки"" что рядом с Москвой, и находятся за МКАД (города-Спутники), заселяют приезжие, цена недвижимости дешевле, и доступнее... Там и ищите ""нелегалов"", многие работают за МКАДом ", Дмитрий Бобылев ,2022-02-17 06:45:00,13,True
133," Ищите нелегалов за МКАДом, они теперь там квартиры скупают, города - Спутники ", Дмитрий Бобылев ,2022-02-17 06:46:00,10,True
134," Насмешил. Похоже, у него правая рука не знает, что делает левая. ", Вера Карпавичене ,2022-02-17 06:48:00,15,True
135," В первую очередь приостановить ""программу переселения соотечественников"", а именно татжиков, узбеков, киргизов, армян, азербайджанцев. ", Пётр Манджиев ,2022-02-17 06:49:00,29,True
136," Они сейчас живут за МКАДом, скупают дешевые квартиры, там же и работают, рядом с Москвой ", Дмитрий Бобылев ,2022-02-17 06:51:00,7,True
